OCV,Ro,delta_t,a1,a2,tau1,tau2,r2
4.056494235992432,0.1116335633895191,1.015644329201288,-0.032750703989857806,-0.007929594448172015,58.82793324742148,1563.7316208041505,0.9878098848347812
3.9537477493286133,0.11019531412972863,1.000020184303368,-0.04101279553231312,-0.008646462154902567,81.96123152623873,1636.8875739268738,0.9907194083048538
3.8613734245300293,0.1079266424684559,1.015611136858746,-0.04004015304759419,-0.012249111844111867,225.77073866409933,1737.2523636326096,0.9895596955121408
3.777750015258789,0.10841275233786901,1.015593853983922,-0.028605002812170065,-0.04510833979966826,35.048659407617855,1685.1770044663583,0.9932973800436591
3.6878066062927246,0.11602910937472062,1.000029758053633,-0.029909973761851612,-0.019935531608113236,62.79112901184088,1937.2065180487562,0.9957962317232493
3.635622978210449,0.11799500485332919,1.000009212083823,-0.03011973801201487,-0.012200586343993677,65.12490449596693,1381.3520885697324,0.9909477685962411
3.6077487468719482,0.12237125741792157,1.015648745156253,-0.03411343895694606,-0.01449928524962644,87.82026139476649,1589.4747623369808,0.990724240204641
3.583601713180542,0.1290163512156691,1.015647542171926,-0.040694016175113194,-0.020426470550368423,131.9281289001138,1623.2085803922953,0.9924198636770678
3.5309319496154785,0.15683817967313024,1.015786411675117,-0.04356648190573393,-0.024703282444883148,108.1946108992026,1348.2504259643072,0.9892098136707661
3.4560599327087402,0.25307968158021416,1.01558536291955,-0.528580808466494,-0.04777187680526418,13.451910091372453,504.3959074006731,0.9717484261373842
3.5401694774627686,0.11657475214325762,1.015701992250005,0.029649022442201294,0.012170904241643996,61.68171762029181,719.1436894919486,0.9920800497529091
3.5965664386749268,0.112034861248049,1.000110448227333,0.027318399744545138,0.00914923429798462,72.8759278426681,1615.6241072029068,0.9869282867000487
3.620713472366333,0.10733301028780351,1.015607583042548,0.029159257186580703,0.00902952644420057,65.092143216732,1639.210945238802,0.9893343098766414
3.648263692855835,0.11057555097132508,1.015630309421449,0.03850478751473942,0.011504972702208346,97.96907216400479,1689.454465991052,0.9932473698165817
3.6926684379577637,0.10909685168945057,1.015616254554568,0.027226121126933716,0.039636384520409455,35.58257573201444,1303.9748783519037,0.9970322105675218
3.786501407623291,0.10700861310304631,1.015526256289642,0.028008264882662743,0.009137768413152924,61.490334130835286,1686.2365645113466,0.9894709986593916
3.869476318359375,0.10540630633053946,1.015494667926202,0.031506546295034896,0.010151892373686989,63.69573003041791,1852.2814366498537,0.9926946761530153
3.9603922367095947,0.1123592584328062,1.015627763104625,0.043250339758132285,0.014755469174822879,78.5019642046692,1651.7039730972826,0.9919017439172169
4.011117458343506,0.11689891080067308,1.015499535000289,0.04556450513684377,0.01599435705269988,82.81391852075369,1654.5788189671018,0.9918820135916853
