OCV,Ro,delta_t,a1,a2,tau1,tau2,r2
4.058438777923584,0.160946565808348,1.015356555736776,-0.007060853464484391,-0.00290961094392841,57.18842170100464,1700.8075122479215,0.9683980667080021
3.948399782180786,0.161137682075799,1.015509110363096,-0.010015209404130712,-0.0036685101693999444,39.448528134841325,1725.2889056137012,0.9764197176185924
3.8480844497680664,0.16113744358402574,1.015509571510644,-0.014177897524648132,-0.003860485763223947,41.10396265430866,1776.2132562229897,0.9741008697190998
3.7600855827331543,0.16110871105675006,1.000230329705074,-0.02272669586140001,-0.005227559903694832,88.8169877398059,1289.9530744720653,0.9878310634770079
3.671600580215454,0.1606222753115439,1.015411497457134,-0.008002449782992012,-0.004048433337553423,80.91129649459562,1252.1189870187266,0.9766529646607456
3.6327059268951416,0.16062251376043862,1.000267883155391,-0.011149961752698476,-0.003485943660192103,61.89255887186126,1480.6073433601239,0.9825191106739183
3.6056418418884277,0.16062251376043862,1.000236234398677,-0.013895483603941248,-0.006118480015512224,113.3566449894548,1451.82824673802,0.9905257345125699
3.5550789833068848,0.1615949083530615,1.000200655862859,-0.010700447184194904,-0.004712804254105533,73.80707641319997,2159.772358123969,0.9860962214969995
3.4717798233032227,0.16353993598720198,1.000228690626289,-0.00760376621121793,-0.005879425521363238,82.25748876426115,2594.5880817735037,0.9884388428376136
3.2771451473236084,0.17005369701897805,1.000227332246012,-0.01585198483307377,-0.05121171905846708,57.94050325503458,2818.1504209034297,0.9885493957646673
3.4836103916168213,0.1619722299312934,1.000205623223946,0.01176311090350794,0.004126971091736958,39.27684809186027,619.8651982546382,0.9821431170388638
3.5756607055664062,0.16054204117973234,1.000173733868511,0.008428763757643405,0.0030289207981077735,59.60976421457275,1958.104012567104,0.9760747610673788
3.6139068603515625,0.15970240374735994,1.015126022062594,0.008550041293235413,0.004417416969951193,58.45357359922722,1415.0114362239426,0.9850199321916551
3.6408090591430664,0.15970240374735994,1.000356593908688,0.010953813928190979,0.003940379117328742,62.699673070680035,1853.256114435586,0.9770699634855131
3.6785690784454346,0.15970240374735994,1.000198315037806,0.015127353926399339,0.004193531434563311,57.80800536833995,1587.1614736339807,0.9786397343520894
3.763326644897461,0.15856749065539322,1.00013819543248,0.00712781241624294,0.003922047434014913,75.23599967112476,1823.2206554135337,0.980545992319543
3.8490567207336426,0.1584337957679902,1.000247001191426,0.009217721180912705,0.0045678184110808095,68.99055491384398,1799.1325959520627,0.9851205551974853
3.94742751121521,0.15856749065539322,1.000197152143989,0.011894565287624533,0.004971410725165661,88.76422403954186,1933.7663090002552,0.987279596961219
4.01711368560791,0.15870137592999242,1.000193217352412,0.013714951768864815,0.00524669211067642,101.70648848573809,2030.4691296446808,0.9864212366575978
