OCV,Ro,delta_t,a1,a2,tau1,tau2,r2
3.0143513679504395,0.26079461941958715,1.015616130462611,-0.15109761272405658,-0.2778707547372679,361.8974635227783,2236.214481144019,0.9975716135895342
