OCV,Ro,delta_t,a1,a2,tau1,tau2,r2
4.040450096130371,0.1012825051704305,1.015609527867209,-0.03334436673555505,-0.007916835632429562,53.53167379907108,1588.6692014092864,0.9918241915683997
3.937379837036133,0.10790723240251335,1.015697942202772,-0.044522734383393395,-0.010958498987383622,97.65672451960874,1642.9576390333807,0.9915951902727049
3.8440327644348145,0.10484762875414975,1.015613838561046,-0.03863416063094702,-0.01587711855854323,297.69197378002804,1436.0354104844764,0.9856031443344171
3.758951187133789,0.10438028831213532,1.000056263808294,-0.0323867469512119,-0.04078983918530424,48.84852090484661,2055.0617575983074,0.9928317240357187
3.670952320098877,0.1051716225317527,1.000013858610785,-0.03025713142968628,-0.012474536562658728,78.67538171705121,1933.7425462045428,0.9910815869105992
3.6281683444976807,0.10419964119894386,1.015625286961886,-0.03095039584601852,-0.011236655418662585,73.93412383350184,2033.4627827877093,0.9927610654071856
3.6009421348571777,0.11764955507477008,1.000120553295676,-0.03753243659902096,-0.01793050439896113,98.48662863374804,1627.6643552104213,0.9922801444902474
3.574202060699463,0.1336928496075241,1.000257342638468,-0.043773144226009475,-0.029194256731896417,150.8975519493445,1666.2141981073319,0.9935365087599992
3.495440721511841,0.1887906258753971,1.00002947735729,-0.0687553891884688,-0.017808839957697515,63.21046836109435,1460.3215805801512,0.9690981866935995
3.455573797225952,0.25344943706379147,1.000002194675252,-0.5709532687472073,-0.06472372978304429,14.713946729467349,397.1497820879282,0.9732617497125623
3.59802508354187,0.10037939232456243,1.00026713693586,0.02733606766149598,0.009317597619612008,76.0666057236916,1751.9158146009506,0.9863661430299843
3.6229822635650635,0.10263115932755804,1.01578325384126,0.03297965287975663,0.010589933461936063,67.12976382018276,1595.42376666653,0.9898447421318097
3.652639389038086,0.10246896073517943,1.015759514950551,0.03925654342393617,0.01288444138451913,121.55530625569541,1574.584695170035,0.9931614617689788
3.7025539875030518,0.09872206326240866,1.000245102272946,0.02843688474039911,0.03811221968190915,35.10370027566475,1640.8956525325818,0.9967197760318305
3.7975215911865234,0.09402105805647228,1.000007287308901,0.027493756079519538,0.009659337837629409,63.72851060441053,1987.25916060051,0.9897766584415021
3.8842239379882812,0.0977849407173772,1.015705696439244,0.0344182641805347,0.011039093185616723,71.60729502366931,1829.3877690317995,0.9884453404979643
3.9777328968048096,0.10196449765668174,1.015758587650132,0.044384501502079135,0.01586875405623478,79.32332667099918,1649.6937053354202,0.9925432886097199
4.033319473266602,0.09955081723641507,1.015619793333462,0.042461246023436996,0.014065434073146992,90.86658081675998,1886.69535312105,0.9902793279202197
